id_vuelo,ruta,distancia_km,peso_kg,dim_l_cm,dim_a_cm,dim_h_cm,bateria_inicio,bateria_fin,clima,viento,temperatura,obstaculos,trafico_aereo,fecha_salida,fecha_llegada,resultado_entrega
V281,RUTA_C,1.930140972171879,7.584562406425018,16,35,30,94,87.13971805565625,LLUVIA,BAJO,16.769130697596164,0,1,2026-01-01 08:31:00,2026-01-01 08:37:51.163124,1
V282,RUTA_C,10.102999768052749,28.35299625003725,20,54,42,97,76.7940004638945,NUBLADO,MEDIO,23.828254562166563,0,0,2026-01-01 11:34:00,2026-01-01 11:54:23.417928,1
V283,RUTA_B,16.907737445917356,18.47929367347943,70,72,48,90,51.18452510816529,SOLEADO,ALTO,15.034342358319176,1,0,2026-01-01 07:08:00,2026-01-01 07:36:45.801712,1
V284,RUTA_A,11.159424245851827,26.87654336832454,77,76,30,91,63.681151508296345,NUBLADO,BAJO,19.807841454039206,1,0,2026-01-01 17:45:00,2026-01-01 18:03:38.185043,1
V285,RUTA_C,14.760267303867852,33.57599965092095,34,61,12,81,51.479465392264295,SOLEADO,MEDIO,20.404623048989144,0,0,2026-01-01 17:24:00,2026-01-01 17:33:29.167856,1
V286,RUTA_A,14.60259502265976,7.204272928788465,21,77,9,99,69.79480995468049,SOLEADO,ALTO,14.360157984588906,0,0,2026-01-01 06:18:00,2026-01-01 06:23:59.114303,1
V287,RUTA_B,16.846194696271098,1.2562222858750487,35,35,19,94,60.307610607457804,NUBLADO,MUY_ALTO,13.011687682793433,0,0,2026-01-01 13:03:00,2026-01-01 13:09:32.462825,0
V288,RUTA_B,14.093889016047846,31.27455216263358,21,11,20,99,67.8122219679043,NUBLADO,BAJO,20.58155675418941,0,1,2026-01-01 17:30:00,2026-01-01 17:38:32.899816,1
V289,RUTA_C,13.710908738222523,24.58304829352833,52,23,5,83,55.57818252355496,LLUVIA_FUERTE,MEDIO,13.873772251027773,0,0,2026-01-01 09:39:00,2026-01-01 10:04:33.776703,0
V290,RUTA_B,4.97974530450089,28.13576300007381,60,39,20,97,87.04050939099822,NUBLADO,BAJO,12.422600349298389,0,0,2026-01-01 08:37:00,2026-01-01 08:48:04.452688,1
V291,RUTA_A,2.0187276404583847,33.60712151205138,46,58,41,85,80.96254471908323,NUBLADO,MUY_ALTO,13.264161992803611,0,0,2026-01-01 13:42:00,2026-01-01 13:53:54.129133,0
V292,RUTA_C,9.799190905914731,32.21103192556777,55,21,7,98,78.40161818817054,NUBLADO,MUY_ALTO,13.857546646298353,0,0,2026-01-01 08:36:00,2026-01-01 08:47:21.266571,0
V293,RUTA_A,3.1153815350948384,38.45634580368857,62,53,56,90,83.76923692981032,SOLEADO,MEDIO,19.42646841850271,0,0,2026-01-01 11:53:00,2026-01-01 12:22:09.149809,1
V294,RUTA_A,17.35732989672585,21.66943561465867,22,42,51,81,46.2853402065483,LLUVIA,ALTO,18.06017069310475,0,0,2026-01-01 15:59:00,2026-01-01 16:11:06.915397,1
V295,RUTA_B,5.928720964761486,19.79557749006626,63,22,35,87,75.14255807047702,SOLEADO,MEDIO,18.862632979031563,0,0,2026-01-01 10:21:00,2026-01-01 10:37:36.768376,1
V296,RUTA_B,15.500051457532983,16.374544395683838,66,35,17,90,58.999897084934034,LLUVIA_FUERTE,MEDIO,17.68551924439233,0,0,2026-01-01 17:44:00,2026-01-01 17:53:18.585703,0
V297,RUTA_B,7.589618628441809,6.570796192346079,13,30,20,84,68.82076274311638,SOLEADO,BAJO,13.624639351013444,0,0,2026-01-01 10:17:00,2026-01-01 10:40:14.139141,1
V298,RUTA_B,6.494302247575416,23.117985698839885,58,37,59,97,79.01139550484916,NUBLADO,ALTO,18.78841142363309,1,0,2026-01-01 17:34:00,2026-01-01 17:42:53.512819,1
V299,RUTA_B,16.89769573040256,11.441994710876163,16,57,47,97,58.20460853919488,SOLEADO,BAJO,20.729815306421216,1,0,2026-01-01 08:43:00,2026-01-01 08:53:38.542012,1
V300,RUTA_C,7.176483725465808,36.89164673241253,20,49,25,93,73.64703254906838,LLUVIA_FUERTE,ALTO,18.338012864477236,1,0,2026-01-01 06:15:00,2026-01-01 06:35:06.173437,0
V301,RUTA_A,7.63489444727332,23.536036768945355,63,75,6,89,68.73021110545336,NUBLADO,ALTO,17.798623626503403,1,0,2026-01-01 14:02:00,2026-01-01 14:22:03.788835,1
V302,RUTA_A,2.8035602534194557,23.917187130070353,54,32,58,82,76.39287949316109,NUBLADO,ALTO,12.931781973717294,0,0,2026-01-01 06:51:00,2026-01-01 06:57:43.845189,1
V303,RUTA_A,12.397593309802659,14.519524104641896,32,57,31,88,63.20481338039468,SOLEADO,BAJO,16.84726831589791,0,0,2026-01-01 08:31:00,2026-01-01 08:43:15.441774,1
V304,RUTA_A,5.910270046117729,2.553579403119446,37,11,42,82,70.17945990776454,LLUVIA,BAJO,12.719034682205194,0,0,2026-01-01 15:26:00,2026-01-01 15:34:59.085399,1
V305,RUTA_B,10.955270853271623,1.7538787322330505,66,29,30,90,63.08945829345676,SOLEADO,BAJO,15.903888567677583,1,0,2026-01-01 06:31:00,2026-01-01 06:45:50.981262,1
V306,RUTA_A,11.052978968904561,17.2217381940513,35,68,42,91,63.89404206219088,LLUVIA,MEDIO,9.438933443098737,1,0,2026-01-01 10:59:00,2026-01-01 11:15:16.361007,1
V307,RUTA_C,13.22639482512804,3.8403324348408954,34,55,50,91,64.54721034974392,SOLEADO,BAJO,9.469766388031626,0,0,2026-01-01 15:55:00,2026-01-01 16:02:27.008122,1
V308,RUTA_C,13.6691052649315,24.470454743835496,63,12,29,82,54.661789470136995,SOLEADO,MUY_ALTO,15.23580924021188,0,0,2026-01-01 14:26:00,2026-01-01 14:39:26.918357,0
V309,RUTA_A,9.74569138482617,35.29843372276647,38,64,15,86,66.50861723034765,SOLEADO,MEDIO,13.806241312692041,0,0,2026-01-01 09:43:00,2026-01-01 10:11:18.814689,1
V310,RUTA_A,6.626863109257851,35.37513525248953,45,21,12,93,79.74627378148429,NUBLADO,BAJO,16.427148773896693,0,0,2026-01-01 08:58:00,2026-01-01 09:19:03.797753,1
V311,RUTA_C,15.236665212190477,26.53229370022318,23,49,12,90,59.526669575619046,NUBLADO,MEDIO,15.460925683539523,0,0,2026-01-01 09:18:00,2026-01-01 09:35:40.715824,1
V312,RUTA_C,6.26771603994424,8.843657343180775,44,75,37,86,70.46456792011152,SOLEADO,MEDIO,16.12076314884062,0,1,2026-01-01 15:26:00,2026-01-01 15:53:02.583785,1
V313,RUTA_B,9.627654605978634,34.58837483867545,39,25,57,89,69.74469078804273,LLUVIA,MEDIO,18.434429769426963,0,0,2026-01-01 16:03:00,2026-01-01 16:22:33.271104,1
V314,RUTA_C,7.821293914463377,35.50069069487172,26,43,11,90,74.35741217107325,NUBLADO,MEDIO,14.14692417735667,0,0,2026-01-01 08:59:00,2026-01-01 09:20:31.850075,1
V315,RUTA_B,15.536332561484699,8.267816605641869,76,53,42,94,62.9273348770306,NUBLADO,MUY_ALTO,15.122224753420548,0,0,2026-01-01 14:31:00,2026-01-01 14:36:16.037985,0
V316,RUTA_B,8.34261502947909,29.62833038794175,39,15,25,98,78.31476994104182,NUBLADO,MEDIO,21.820084891052655,0,1,2026-01-01 11:16:00,2026-01-01 11:42:04.893064,1
V317,RUTA_B,7.563686210237233,11.817522182621357,54,73,12,95,74.87262757952553,NUBLADO,MUY_ALTO,16.01233650730011,1,0,2026-01-01 11:52:00,2026-01-01 12:04:47.063163,0
V318,RUTA_B,12.727002779259836,32.20429233794072,60,31,55,99,73.54599444148033,NUBLADO,ALTO,15.283158101498445,0,0,2026-01-01 16:27:00,2026-01-01 16:35:53.821046,1
V319,RUTA_B,11.241498867644527,39.89089704619231,56,27,58,91,65.51700226471095,SOLEADO,BAJO,16.330050797292756,0,1,2026-01-01 08:28:00,2026-01-01 08:50:11.058550,1
V320,RUTA_A,2.8231961694293832,1.6860272105110161,62,21,25,97,88.35360766114124,SOLEADO,MUY_ALTO,15.354542507961877,0,1,2026-01-01 10:13:00,2026-01-01 10:35:49.525254,0
V321,RUTA_C,9.638869707847375,35.94595169874181,73,61,24,92,72.72226058430525,LLUVIA,BAJO,13.1617108281871,0,0,2026-01-01 07:53:00,2026-01-01 08:04:18.403634,1
V322,RUTA_B,13.50313260166521,25.093906077146993,47,60,12,84,56.993734796669585,LLUVIA_FUERTE,ALTO,12.007880651281118,0,0,2026-01-01 07:52:00,2026-01-01 08:20:49.365470,0
V323,RUTA_C,17.865270998053056,38.94861345701044,73,57,50,83,47.26945800389389,NUBLADO,MEDIO,12.94627463939998,0,0,2026-01-01 10:51:00,2026-01-01 11:04:25.829865,1
V324,RUTA_C,11.695496177495425,18.86787594229389,16,28,35,93,69.60900764500914,SOLEADO,ALTO,19.491676747083147,0,0,2026-01-01 06:10:00,2026-01-01 06:18:50.126369,1
V325,RUTA_B,7.294982129502402,33.97182325756926,31,15,54,87,67.4100357409952,NUBLADO,ALTO,13.48037898112635,1,0,2026-01-01 11:03:00,2026-01-01 11:09:42.754189,1
V326,RUTA_A,4.844577196636013,2.9645657096319504,50,36,33,88,78.31084560672798,NUBLADO,ALTO,15.380301592654893,0,0,2026-01-01 12:07:00,2026-01-01 12:23:22.523158,1
V327,RUTA_B,15.838113980606444,13.74352247809268,19,62,52,98,61.32377203878711,SOLEADO,ALTO,18.80294514053159,1,0,2026-01-01 15:12:00,2026-01-01 15:33:29.704052,1
V328,RUTA_A,14.847608605929548,3.147153241172794,66,57,13,82,52.304782788140905,SOLEADO,BAJO,14.886435316756087,0,0,2026-01-01 11:21:00,2026-01-01 11:31:36.991050,1
V329,RUTA_C,4.9766879532495425,39.02605377242329,16,16,19,84,74.04662409350091,LLUVIA,BAJO,18.53344525937461,0,0,2026-01-01 14:43:00,2026-01-01 15:05:41.793155,1
V330,RUTA_A,4.410745532491749,32.77046933723755,59,68,34,97,85.17850893501651,LLUVIA,MEDIO,9.836827830276533,0,1,2026-01-01 07:50:00,2026-01-01 08:17:52.127747,1
V331,RUTA_A,13.157325205789984,34.17562313921584,61,78,30,80,53.68534958842003,SOLEADO,BAJO,15.469933281832414,0,0,2026-01-01 06:46:00,2026-01-01 06:52:22.556563,1
V332,RUTA_A,6.354185052618911,37.549626641638824,42,20,14,87,74.29162989476218,SOLEADO,MEDIO,16.315584386394036,0,0,2026-01-01 08:14:00,2026-01-01 08:41:44.191197,1
V333,RUTA_C,6.208779572153283,3.8615877017315214,10,24,33,98,80.58244085569343,SOLEADO,BAJO,16.09255489239267,1,0,2026-01-01 12:14:00,2026-01-01 12:38:41.911381,1
V334,RUTA_C,3.588934200150139,15.731104904276668,62,73,58,96,85.82213159969972,LLUVIA,MUY_ALTO,9.388325208644464,0,1,2026-01-01 08:44:00,2026-01-01 09:01:15.332962,0
V335,RUTA_A,5.487583835067109,3.305878117238084,69,12,20,96,85.02483232986579,SOLEADO,MEDIO,20.81245058572322,0,0,2026-01-01 10:17:00,2026-01-01 10:42:41.742911,1
V336,RUTA_A,8.267628479075043,8.82632751122613,43,78,40,90,73.46474304184991,SOLEADO,ALTO,12.581308220114334,0,0,2026-01-01 06:16:00,2026-01-01 06:27:05.764095,1
V337,RUTA_B,13.458251733631064,9.559948192988058,13,32,24,81,54.08349653273787,LLUVIA,BAJO,17.34014850104987,0,0,2026-01-01 07:49:00,2026-01-01 08:15:28.783558,1
V338,RUTA_A,6.717237605033746,19.029734836379358,26,62,49,85,66.56552478993251,SOLEADO,ALTO,16.031857130589323,1,0,2026-01-01 11:36:00,2026-01-01 11:51:06.330066,1
V339,RUTA_B,6.586273771157326,11.108205614418882,13,46,58,93,71.82745245768535,LLUVIA,MUY_ALTO,20.01483809524271,1,1,2026-01-01 11:23:00,2026-01-01 11:52:17.886826,0
V340,RUTA_A,5.843525293391409,4.488635219301563,52,18,41,82,70.31294941321718,SOLEADO,MEDIO,24.749955317496827,0,0,2026-01-01 16:12:00,2026-01-01 16:34:39.553158,1
V341,RUTA_B,9.130822347687731,7.115898019217254,13,24,26,91,67.73835530462453,SOLEADO,MEDIO,10.838542061828656,1,0,2026-01-01 09:29:00,2026-01-01 09:38:07.759499,1
V342,RUTA_C,4.07082386500236,6.317384760307592,10,12,11,83,74.85835226999528,SOLEADO,ALTO,13.404344474910005,0,0,2026-01-01 17:03:00,2026-01-01 17:18:34.613284,1
V343,RUTA_A,9.255722478546135,38.936533517535786,59,79,27,91,72.48855504290773,LLUVIA,BAJO,16.756369975356208,0,0,2026-01-01 09:20:00,2026-01-01 09:36:46.381240,1
V344,RUTA_A,12.970984455309727,30.492054023279707,70,26,45,92,66.05803108938055,LLUVIA,MEDIO,11.578586729788833,0,0,2026-01-01 17:00:00,2026-01-01 17:14:40.600970,1
V345,RUTA_A,1.506438568554577,38.7265778781477,44,35,44,81,72.98712286289084,LLUVIA,MEDIO,19.12873043182304,1,0,2026-01-01 12:45:00,2026-01-01 13:10:04.449452,1
V346,RUTA_A,1.1662494651979518,17.869749217062388,17,30,33,81,78.6675010696041,NUBLADO,BAJO,19.373490488628235,0,0,2026-01-01 11:07:00,2026-01-01 11:17:50.312703,1
V347,RUTA_B,2.277089472626657,11.495555025674935,33,30,20,94,89.44582105474669,LLUVIA,MEDIO,18.237796303980147,0,0,2026-01-01 17:56:00,2026-01-01 18:24:54.856286,1
V348,RUTA_A,10.106221049377906,32.032581289762874,45,20,42,96,75.78755790124418,SOLEADO,BAJO,16.946327003504788,0,0,2026-01-01 16:07:00,2026-01-01 16:29:12.560819,1
V349,RUTA_C,15.525736414151858,13.387029762625298,59,47,32,86,54.948527171696284,SOLEADO,BAJO,21.47883511187912,0,0,2026-01-01 09:32:00,2026-01-01 09:59:50.119407,1
V350,RUTA_C,1.083035922344283,12.325643261361257,52,44,52,93,90.83392815531144,LLUVIA,BAJO,11.377498073324553,0,0,2026-01-01 09:18:00,2026-01-01 09:43:01.214242,1
V351,RUTA_A,16.923242177939578,9.683986692209333,36,23,42,91,57.153515644120844,SOLEADO,MUY_ALTO,16.261072781370213,0,0,2026-01-01 17:01:00,2026-01-01 17:21:04.505761,0
V352,RUTA_C,2.8067346966991087,5.622319639857296,41,23,35,96,90.38653060660178,SOLEADO,MEDIO,13.044788525079113,0,0,2026-01-01 15:38:00,2026-01-01 16:02:47.542649,1
V353,RUTA_A,15.313719976989846,10.630290910162255,27,19,18,93,62.37256004602031,SOLEADO,MUY_ALTO,19.559665330260675,0,0,2026-01-01 08:19:00,2026-01-01 08:40:41.886710,0
V354,RUTA_A,9.208531004710094,14.535130064718564,37,21,57,85,63.58293799057981,SOLEADO,MEDIO,8.666635341974269,0,1,2026-01-01 07:07:00,2026-01-01 07:24:41.775215,1
V355,RUTA_C,12.209075583740347,27.122771221756352,38,47,37,98,73.58184883251931,SOLEADO,BAJO,15.887664537628082,0,0,2026-01-01 07:56:00,2026-01-01 08:11:24.524248,1
V356,RUTA_A,9.681610735602101,2.9713112676683373,25,43,13,85,65.6367785287958,NUBLADO,MEDIO,17.340954748279795,0,0,2026-01-01 15:59:00,2026-01-01 16:28:40.751759,1
V357,RUTA_C,9.109819828049028,8.815024116781046,56,50,31,97,75.78036034390195,NUBLADO,MEDIO,12.210031460104902,0,1,2026-01-01 09:48:00,2026-01-01 10:06:17.933548,1
V358,RUTA_B,15.193290282194654,32.45643379152122,68,19,28,84,45.613419435610695,LLUVIA,BAJO,13.495239871113734,1,1,2026-01-01 12:08:00,2026-01-01 12:36:51.602265,1
V359,RUTA_A,13.850068452652877,6.3034159815589454,40,26,17,85,57.299863094694246,LLUVIA,MEDIO,16.061515925488422,0,0,2026-01-01 11:44:00,2026-01-01 12:06:28.659308,1
V360,RUTA_B,9.21783802089107,14.0344832876396,13,26,30,81,62.564323958217855,SOLEADO,BAJO,19.820385517765907,0,0,2026-01-01 17:03:00,2026-01-01 17:17:20.067839,1
V361,RUTA_C,2.897810799733047,34.654027413396534,46,76,33,87,81.20437840053391,SOLEADO,MEDIO,11.868523085651784,0,0,2026-01-01 16:49:00,2026-01-01 17:16:56.184333,1
V362,RUTA_B,2.961850308344938,6.619549790165985,26,71,55,94,83.07629938331013,NUBLADO,MEDIO,12.566200238501256,1,0,2026-01-01 17:10:00,2026-01-01 17:21:45.669278,1
V363,RUTA_B,14.626170832224282,3.7681050069185007,48,10,53,94,59.747658335551435,NUBLADO,BAJO,20.502351084161376,1,0,2026-01-01 10:48:00,2026-01-01 11:14:45.593862,1
V364,RUTA_C,9.999640562908068,19.639250805660428,57,21,47,90,70.00071887418386,SOLEADO,BAJO,14.90809840032066,0,0,2026-01-01 10:18:00,2026-01-01 10:38:00.379549,1
V365,RUTA_B,9.187015383729165,12.445570695502187,55,13,32,80,61.62596923254167,NUBLADO,ALTO,12.88984384062009,0,0,2026-01-01 07:24:00,2026-01-01 07:30:24.412482,1
V366,RUTA_B,12.569636303132157,22.754630397112237,57,51,32,97,71.86072739373569,NUBLADO,MEDIO,18.914739188867664,0,0,2026-01-01 10:56:00,2026-01-01 11:15:28.374799,1
V367,RUTA_C,15.600306918042426,32.250293174097266,48,22,12,91,59.799386163915145,NUBLADO,BAJO,14.047212011071013,0,0,2026-01-01 10:42:00,2026-01-01 11:01:26.603655,1
V368,RUTA_B,11.690843455026188,5.917365282033355,13,13,27,91,64.61831308994762,NUBLADO,MUY_ALTO,20.109686141355095,0,1,2026-01-01 12:10:00,2026-01-01 12:32:08.560844,0
V369,RUTA_C,13.968414339890144,23.437613839894258,39,78,33,90,62.06317132021971,SOLEADO,BAJO,13.345118492081152,0,0,2026-01-01 13:47:00,2026-01-01 14:02:36.368555,1
V370,RUTA_B,14.009598909988268,20.467596035399623,39,28,9,87,58.98080218002346,LLUVIA_FUERTE,MEDIO,15.361621752700016,0,0,2026-01-01 11:05:00,2026-01-01 11:13:31.167510,0
V371,RUTA_C,7.056444629480304,6.191112047521383,31,11,46,86,71.8871107410394,LLUVIA,MUY_ALTO,19.779886661554926,0,0,2026-01-01 12:09:00,2026-01-01 12:28:40.768692,0
V372,RUTA_C,5.659414325896927,25.147940178394805,75,21,11,81,69.68117134820615,SOLEADO,BAJO,15.094956515304993,0,0,2026-01-01 11:43:00,2026-01-01 11:56:08.561003,1
V373,RUTA_B,14.619789141977696,11.30879650550048,21,15,46,90,60.760421716044604,LLUVIA,BAJO,19.024213288314584,0,0,2026-01-01 14:39:00,2026-01-01 14:45:51.992467,1
V374,RUTA_B,7.41203946033214,19.769455582488494,45,17,40,89,71.17592107933572,NUBLADO,BAJO,15.73780957287598,0,1,2026-01-01 16:58:00,2026-01-01 17:03:30.965159,1
V375,RUTA_B,16.356712110885987,3.7497568089439444,27,60,45,82,46.28657577822803,LLUVIA,BAJO,23.926767225600116,0,1,2026-01-01 17:32:00,2026-01-01 17:48:33.533401,1
V376,RUTA_A,2.1847418444120335,18.65357025993811,62,20,31,99,91.63051631117594,LLUVIA,BAJO,22.275114416411395,0,1,2026-01-01 10:57:00,2026-01-01 11:08:24.666026,1
V377,RUTA_A,1.989697705280774,12.605306987691403,10,72,50,89,85.02060458943845,NUBLADO,MEDIO,10.687614950265008,0,0,2026-01-01 06:07:00,2026-01-01 06:18:52.185397,1
V378,RUTA_A,16.75907072172394,32.984057841821496,67,66,6,97,63.48185855655212,SOLEADO,BAJO,18.08897472499204,0,0,2026-01-01 07:18:00,2026-01-01 07:39:29.731264,1
V379,RUTA_C,12.023733541084393,2.750659716396047,15,21,29,93,68.9525329178312,SOLEADO,MEDIO,12.734384055595832,0,0,2026-01-01 09:49:00,2026-01-01 10:13:10.768993,1
V380,RUTA_B,7.453189059621649,17.034987359274034,79,11,13,97,82.0936218807567,NUBLADO,MUY_ALTO,16.766027755170924,0,0,2026-01-01 08:28:00,2026-01-01 08:55:30.352286,0
V381,RUTA_C,13.836027051875108,18.6080412531918,53,17,57,87,59.32794589624979,NUBLADO,ALTO,16.273482517241042,0,0,2026-01-01 12:16:00,2026-01-01 12:23:51.759295,1
V382,RUTA_A,12.429555769891902,29.13774001381519,33,20,31,89,64.14088846021619,SOLEADO,MEDIO,11.77845193163005,0,0,2026-01-01 10:48:00,2026-01-01 10:58:10.140786,1
V383,RUTA_B,10.030417795933136,23.184359216063335,28,62,5,92,71.93916440813373,SOLEADO,BAJO,20.2339381741213,0,0,2026-01-01 08:23:00,2026-01-01 08:40:39.554606,1
V384,RUTA_C,2.680846825265073,26.854887319170153,27,19,27,87,81.63830634946986,LLUVIA,MEDIO,16.8132117742763,0,0,2026-01-01 14:03:00,2026-01-01 14:30:47.427308,1
V385,RUTA_B,14.807052983976776,31.19344678324437,39,17,14,83,53.38589403204645,LLUVIA_FUERTE,MEDIO,14.861267857309667,0,0,2026-01-01 12:01:00,2026-01-01 12:30:08.758163,0
V386,RUTA_C,15.72239424157062,34.557017459498454,51,45,46,83,51.55521151685876,NUBLADO,MEDIO,14.24756070302562,0,0,2026-01-01 17:17:00,2026-01-01 17:43:37.593795,1
V387,RUTA_B,3.926867705395035,12.898082120537586,42,23,56,84,76.14626458920993,SOLEADO,BAJO,16.559107879064943,0,0,2026-01-01 11:59:00,2026-01-01 12:07:31.355916,1
V388,RUTA_A,15.458698083610134,21.751896861874165,21,63,29,80,49.08260383277973,SOLEADO,ALTO,17.631700070057143,0,0,2026-01-01 08:36:00,2026-01-01 08:57:11.505004,1
V389,RUTA_A,15.923404287281592,33.684269098348395,36,30,58,96,64.15319142543682,SOLEADO,MEDIO,15.500096854566936,0,0,2026-01-01 11:03:00,2026-01-01 11:11:40.202448,1
V390,RUTA_B,10.340286408904772,39.58331967311973,48,59,7,81,55.31942718219045,LLUVIA_FUERTE,BAJO,4.669921716895166,1,0,2026-01-01 11:44:00,2026-01-01 11:49:26.145818,0
V391,RUTA_C,12.15504361578568,35.63601278622865,18,48,10,87,62.68991276842864,SOLEADO,MEDIO,16.067562864969936,0,0,2026-01-01 14:48:00,2026-01-01 14:54:50.371942,1
V392,RUTA_A,7.498034440246354,15.172956873662883,30,29,10,86,71.00393111950729,NUBLADO,MEDIO,10.23407175356089,0,0,2026-01-01 13:32:00,2026-01-01 13:56:49.515461,1
V393,RUTA_A,5.790458007657522,8.209077430136691,38,16,57,94,82.41908398468496,SOLEADO,ALTO,15.162189737403697,0,0,2026-01-01 07:35:00,2026-01-01 07:52:57.958036,1
V394,RUTA_A,13.273713498177962,19.831005227560254,42,18,6,84,57.452573003644076,NUBLADO,ALTO,10.381742971721433,0,0,2026-01-01 15:20:00,2026-01-01 15:31:30.950182,1
V395,RUTA_B,15.65187753326874,29.794837347523668,71,10,22,81,46.69624493346252,LLUVIA,ALTO,10.33400945968213,0,1,2026-01-01 07:57:00,2026-01-01 08:10:25.228666,1
V396,RUTA_B,12.119318400247709,19.956478294755254,24,35,27,86,61.761363199504586,LLUVIA,BAJO,20.940487287794113,0,0,2026-01-01 12:39:00,2026-01-01 12:58:22.919392,1
V397,RUTA_C,9.697040380991336,19.585644100889905,11,47,6,87,62.60591923801733,SOLEADO,MEDIO,14.719632076222439,1,0,2026-01-01 07:34:00,2026-01-01 07:50:26.353272,1
V398,RUTA_C,3.7017210363509165,33.61010163273112,61,47,16,86,78.59655792729816,SOLEADO,MEDIO,14.41335136071233,0,0,2026-01-01 09:13:00,2026-01-01 09:39:03.036327,1
V399,RUTA_C,1.9087981142819088,14.77544927315386,53,70,26,86,82.18240377143619,SOLEADO,BAJO,17.930096195314366,0,0,2026-01-01 09:45:00,2026-01-01 10:10:58.056787,1
V400,RUTA_B,8.57676043419469,34.461889655060006,63,53,41,93,70.84647913161062,LLUVIA_FUERTE,BAJO,14.517637907710192,1,0,2026-01-01 11:08:00,2026-01-01 11:31:09.878649,0
V401,RUTA_B,1.8389425828561616,16.56878963759308,27,53,24,97,93.32211483428767,LLUVIA,ALTO,24.41522436850964,0,0,2026-01-01 12:07:00,2026-01-01 12:27:32.943936,1
V402,RUTA_C,10.678688742422827,13.465207674294406,12,71,43,85,63.64262251515434,NUBLADO,BAJO,14.907920957095921,0,0,2026-01-01 10:44:00,2026-01-01 11:08:12.310152,1
V403,RUTA_C,7.506396252402112,18.43260149238811,16,15,28,83,64.98720749519578,NUBLADO,MEDIO,17.46050164793204,0,1,2026-01-01 11:06:00,2026-01-01 11:22:26.192470,1
V404,RUTA_B,13.87221503459348,30.616654867657303,52,26,52,89,61.25556993081304,LLUVIA,BAJO,19.883765325507444,0,0,2026-01-01 12:12:00,2026-01-01 12:37:47.736178,1
V405,RUTA_C,6.196024446215119,5.4770801006277745,47,60,24,97,84.60795110756976,SOLEADO,BAJO,22.40901290242764,0,0,2026-01-01 13:54:00,2026-01-01 14:07:43.740580,1
V406,RUTA_A,11.080705916446346,8.258559026944686,46,47,5,91,68.8385881671073,LLUVIA_FUERTE,BAJO,13.03197545736944,0,0,2026-01-01 14:02:00,2026-01-01 14:23:03.639860,0
V407,RUTA_B,10.140619869836708,38.08207061369213,67,33,5,95,74.71876026032658,NUBLADO,MUY_ALTO,14.32814598464542,0,0,2026-01-01 17:10:00,2026-01-01 17:36:02.124654,0
V408,RUTA_C,1.0801112338780996,7.431919281563617,42,60,21,86,83.8397775322438,NUBLADO,ALTO,21.09836750117406,0,0,2026-01-01 13:46:00,2026-01-01 13:59:32.260666,1
V409,RUTA_B,2.2306197704932758,22.925229058276656,68,19,5,85,75.53876045901345,NUBLADO,MUY_ALTO,19.240249216210763,1,0,2026-01-01 15:21:00,2026-01-01 15:40:22.812440,0
V410,RUTA_A,5.936259612262349,23.382921433146546,20,30,57,84,72.1274807754753,SOLEADO,MEDIO,20.300703742673832,0,0,2026-01-01 17:49:00,2026-01-01 18:00:11.259193,1
V411,RUTA_B,15.997996377353006,19.84016625098467,77,79,56,82,50.00400724529399,SOLEADO,BAJO,10.525181825761326,0,0,2026-01-01 06:57:00,2026-01-01 07:03:44.837718,1
V412,RUTA_B,3.4992542332962353,25.967437318784334,77,66,49,91,84.00149153340753,LLUVIA,MEDIO,22.191999015696076,0,0,2026-01-01 13:40:00,2026-01-01 14:08:28.890343,1
V413,RUTA_B,13.085203617829208,9.578155669005929,31,48,34,94,67.82959276434158,SOLEADO,MEDIO,12.95436982686078,0,0,2026-01-01 06:01:00,2026-01-01 06:24:08.656570,1
V414,RUTA_B,17.547231624588886,22.330159577181554,75,42,45,89,48.90553675082223,NUBLADO,ALTO,16.769171912567582,1,0,2026-01-01 13:53:00,2026-01-01 14:16:18.456288,1
V415,RUTA_A,14.439648395749638,15.200843582252437,53,68,51,99,67.12070320850073,SOLEADO,BAJO,15.407108489632918,0,1,2026-01-01 10:15:00,2026-01-01 10:40:30.744667,1
V416,RUTA_B,5.130071148679747,26.635856755352968,15,27,7,98,84.7398577026405,NUBLADO,MEDIO,12.48606865380772,0,1,2026-01-01 06:32:00,2026-01-01 06:55:53.146651,1
V417,RUTA_B,16.442209427022387,6.078329963239404,51,65,50,95,62.115581145955225,SOLEADO,BAJO,10.349856946315988,0,0,2026-01-01 09:12:00,2026-01-01 09:28:55.256662,1
V418,RUTA_C,2.5828216606426313,23.049657965159312,34,66,59,90,79.83435667871474,NUBLADO,BAJO,9.024607533468409,1,0,2026-01-01 15:52:00,2026-01-01 16:03:47.038553,1
V419,RUTA_B,8.958413011802508,7.818179037641286,66,57,15,87,69.08317397639499,LLUVIA,ALTO,16.4760736242159,0,0,2026-01-01 08:13:00,2026-01-01 08:35:01.969778,1
V420,RUTA_C,16.088212431349035,11.506400993043938,64,51,28,82,46.82357513730193,SOLEADO,MEDIO,9.898723639066176,0,1,2026-01-01 12:24:00,2026-01-01 12:41:51.605803,1
V421,RUTA_A,11.901517057366785,9.139037112781537,25,36,26,86,62.19696588526643,NUBLADO,MEDIO,11.464737619652468,0,0,2026-01-01 09:04:00,2026-01-01 09:09:52.320459,1
